macd,macd_label,pizhut,piz_label
"With #AllDayBreakfast, we've got you covered. No matter how long mom wants to stay in bed.",Positive,Football term of the day: “HUTtle” (n): when the entire team circles around the pizza to talk strategy.,Positive
"Flaky, sweet #applepie
Beloved pastry from the sky.
A soft serve scoop will always do
to bring about the best in you.
#NationalApplePieDay",Positive,We know how to please a crowd. http://www.pizzahut.com/hutrewards ,Positive
"A pic so good, you could eat it.",Positive,Last call! Get your Super Bowl LIII order in to get 20% off http://NFLShop.com  merchandise through 2/28. Hut Rewards exclusive.,Positive
"Tastebuds rejoice, #NationalEatWhatYouWantDay is officially here. How are you celebrating?",Positive,Some like it hot. http://www.pizzahut.com/hutrewards ,Positive
You don’t have to be a genius to understand why Coke at @McDonalds tastes so good. Come get any size soft drink for just $1.,Positive,When you get points on cheat day. http://www.pizzahut.com/hutrewards ,Positive
"As the temperature rises, the bass drops. There's a #BigMacForThat",Positive,Make sure your starting lineup is ready to go for #SuperBowlLIII! #PizzaHutHut ,Positive
All nighter? All ready with #McCafé.,Positive,Who doesn’t want a slice of this? http://www.pizzahut.com/hutrewards ,Positive
The art of the dip. #NationalBBQMonth,Neutral,"Oh wait, we can say it now. Who’s ready for #SuperBowlLIII?!",Neutral
Opening new doors to flavor. Get free med. Fries & soft drink w/ purchase of our NEW Signature Crafted Recipes from 5/4-5/8!,Positive,Who's ready for #TheBigGame?!,Neutral
 “McDonald’s Frork™ is in restaurants today!”,Positive,"Sometimes you love something so much that you can’t wait, so you start in the car.  http://www.pizzahut.com/HutRewards ",Positive
"Today's the day! Medium , drink, and maybe the kinda useful Frork™… for FREE (at participating McD's)! See where: http://www.MCDFRORK.com ",Positive,.@TeamJuJu keeping it honest with Abe on the #NFLHonors red carpet.,Positive
"Salute the straw. That striped wonder. Nice and wide for maximum refreshment delivery. Any size soft drink now just $1, all summer long.",Positive,Swinging isn’t for everybody. Our pan pizza can close the deal. http://www.pizzahut.com/hutrewards .,Positive
Esperanza's proudest moment? Having her sons watch as she received her high school diploma. See the possibilities at http://McDonalds.com/careers ,Positive,"Loyalty is number one in our book, how could you disagree when we’ve got that hot, steamy Stuffed Crust?  http://www.pizzahut.com/hutrewards ",Positive
"We’re raising the bar—#AllDayBreakfast, #SignatureCrafted, & now… The Frork™! Eh, maybe not so much with that one. ",Positive,. @JaredGoff16 got jokes!  @TG3II #SBLIII #PizzaHutHut,Negative
"What started as Yenis’s first job, became an opportunity to improve her English skills and earn a high school diploma. Next stop: College.",Negative,"Baby on the way?? Tweet us your birth announcement after kickoff on #SuperBowlSunday and include #PizzaHutSpecialDelivery for a chance to
win free pizza for a year and tickets to Super Bowl LIV. Rules: http://blog.pizzahut.com/16359-2/ ",Positive
Scouting your #1Pick is easy when any size soft drink is just $1.,Positive,"We’re shaking things up at #SBX with our @TeamJuJu and @AB84 AR dance cam, the MVP trophy and of course, pizza. #PizzaHutHut ",Neutral
What’s the best way to turn any summer road trip into a #Vacationin3Words?,Positive,"Who can turn Hotlanta into Hutlanta? #PizzaHutCan We're ready for you, #SBlLIII. #PizzaHutHut",Neutral
"Tag a friend who doesn't just like Coke at #McDonalds, but LOVES it! Now get any size for just $1.",Negative,"Oh, we know all about $5s. ",Positive
Couldn’t make it to the party in the desert? Add us on Snapchat @McDonalds for a behind the scenes look at our Bootsy Bellows Pool Party.,Positive,Not only can you grub out on @pizzahut during Super Bowl Sunday but now you can get a little “action” w/ their Squares Pick’Em game on @YahooSports at the same damn time! Just do it; you’ll be glad you did!!,Positive
Check out how our uniforms have changed over the years to keep our teams looking and feeling their best! #TBT,Positive,Rules:,Neutral
Did you know we’ve invested over $6 million in teaching our farmers more sustainable practices? Learn how:,Positive,"Coding is hard. If you know, you know. Use code PIZZAHUT30 to get 30% off menu-priced items thru 2/2. Online Only. One time use. Delivery min applies, partic. varies.",Negative
"As refreshing as AC, and easier to install. Now small McCafé Smoothies, Shakes and Frappes are $2, and get the 6th one free w/ McD’s App.",Positive,He’s doing the #PolarVortex2019 right.,Neutral
Rollin’ through McDonald’s with that #taxreturn like  #TaxDay,Positive,RT,Neutral
A sustainable future is brewing at McDonald’s. See how McDonald’s is investing in the farmers who fuel your morning.,Positive,Oh baby! We’re overdelivering for parents LITERALLY delivering during #SuperBowlLIII. First baby born during #SBLIII could win free pizza for a year AND Super Bowl LIV tickets! See how: http://bit.ly/2G9WJLq . See rules: http://bit.ly/2wfnKHA ,Positive
"Us: *searches Google*

Also Us: *quickly realizes we know the answer*",Positive,Dinner's covered tonight. #MakeMomHappyIn3Words,Neutral
"We have a craving
For those crispy, golden fries.
Can we go eat yet?
#NationalHaikuPoetryDay #fraiku",Positive,"We’re not saying eating Pizza Hut makes you a Pro Bowl-er, but we’re not not saying it. Congrats to @TeamJuJu !  #ProBowl2019",Positive
The Egg McMuffin hunt is on. Zoom in to find them for yourself.,Neutral,"Tag a friend who’s a pizza STAN. Who can turn pizza into a lifestyle? #PizzaHutCan
•
•
•
•
 by @brycen13 #pizzaforlife #commitment #lovepizza",Neutral
When we found each other #IKnewIWasHooked ,Neutral,Who can help you live your best #slicelife? #PizzaHutCan. Reply and show us what living yours looks like and you might end up in our feed.,Positive
"Smiles like these. One of the many reasons we’re committed to helping our employees pursue education. Hats off to you, Randolph! ",Positive,"(Middle) Child, please.  https://twitter.com/BittahCommandah/status/1088240199161823232 …",Positive
Thanks @Mic for partnering with us to showcase our #SustainablySourced @MSCecolabel certified Filet-O-Fish.,Negative,Happy #NationalPieDay. Here’s a pie chart for you guys...,Positive
"We heard two fans drove 1,000 miles to score McDonald’s Pizza. Which of these local delicacies would you lay down some serious miles for?",Positive,Planning for Super Bowl LIII Sunday? Order  for the Big Game to get 20% off http://NFLShop.com  merchandise through 2/28.,Positive
Out with the hot and in with the iced. ,Neutral,The lie detector determined that it was indeed not us.  https://twitter.com/AceLaCabra/status/1087788976285671426 …,Positive
"Today we remember Al Golin, a man who had a vision for McDonald’s and made us proud to tell our story. Rest in peace, Al.",Positive,Sign up for Squares Pick'em by 1/24 for a limited time offer! #PizzaHutHut,Positive
"The pollock in our Filet-O-Fish is sustainably sourced and certified by @MSCecolabel. Oh yeah, it’s also delicious.",Neutral,Which nomination gets your vote? #Oscars,Negative
"Juggling school & work is tough, but Ronald makes it look easy. In May he'll earn a degree in Microbiology. More at: http://McDonalds.com/Careers ",Positive,We’re gearing up for #SuperBowlLIII in Atlanta! #PizzaHutHut ,Positive
It’s Cuties season! Read our latest work with @McDonalds and its continued commitment to serve healthy food options:,Positive,"We
really
really
really
  really
    really
    really
   really
 really
really
really
really
really
really
really
really
  really
    really
    really
 really
Love Championship Sunday  #NFLPlayoffs",Neutral
Perfectly executed no-look-pass.,Neutral,"Hey, @TG3II, save some of those moves for the Super Bowl. #GoRams #SuperBowlLIII",Positive
"Behold the new #MicroMac. Meet the man, the myth, the chef behind our epically small creation. http://mcdonalds.com/micromac ",Positive,Who delivers the cheese? #PizzaHutCan #CheeseLoversDay,Neutral
Don’t blink. You’re going to want to see this.,Positive,What time does pizza stop being dinner and start being breakfast?,Positive
"Today we've announced that by mid-2018, all Quarter Pounder burgers at the majority of our restaurants will be cooked with fresh beef.",Positive,But does it bring you joy?,Positive
The 40th #McDAAG are here. Girls game at 5pm on ESPN2 & Boys game at 7pm ET on @ESPN! ,Positive,Who else can relate?  #ditchyourresolutionday,Neutral
A saucy pass for a perfectly executed alley-oop.,Positive,Tag your friend who only eats cheese pizza and isn’t a 6 year old. Who can make childhood last forever? #PizzaHutCan,Negative
Miss this dunk from @CollinYoungBull last night? Catch all the #McDAAG players tomorrow night in Chicago. Tickets: http://McD.to/60158wx8c ,Positive,We used to be pretty doughy.  #agechallenge #glowup #doughup #doughtoglow,Negative
Check out @McDAAG to see the most  dunks of this year's #POWERADE Jam Fest!,Positive,: The only love triangle we want #TheBachelor,Neutral
#FlashbackFriday to the last emoji release. We’re still waiting… #GiveUsTheMcNuggetsEmoji,Positive,Pizza > Egg,Neutral
Still can’t decide on what sauce to pick? Make your sauce pick below.,Positive,Some of y'all never did BOOK IT! and it shows. ,Negative
"The Mac Jr. and Grand Mac may be disappearing soon, but you can always have the original phenomenon.  #BigMacForThat #AlienAbductionDay",Positive,"Marcus always slips some pepperoni to his pooch.  Tag your Marcus. Who can make ‘em beg for a bite? #PizzaHutCan
 by @gentlemen_chief",Positive
#ShamrockSeason The moment you realize there's only a few days left in Shamrock Season is called:,Positive,Calling the cops.,Neutral
"Based on our investigation, we have determined that our Twitter account was hacked by an external source. Read more: http://McD.to/60108Zzjy ",Positive,"#HeyGoogle, thanks for having us! #CES2019",Positive
"Twitter notified us that our account was compromised. We deleted the tweet, secured our account and are now investigating this.",Positive,Who can help @TeamJuJu sculpt the ultimate #winterbod? #PizzaHutCan. Power through a few reps. You earned it. #Carbio,Positive
"If you’re deserted at the airport, might as well be desserted at the airport . Stay safe Northeast! #Stellablizzard",Positive,Her when you try to explain why Pizza Hut is texting you at 2 am,Neutral
McDonald’s fans #YouAreAwesomeBecause… just because. ,Positive,"Well, would you look at the time..

               
          ^         
            |            
                 ⊙--—>  cheese o’clock
 
 
",Positive
Winter Safety Tip: The less skin you have exposed the better #burgerswarmthebelly,Positive,Which of these should make a comeback?  #TuesdayThoughts,Positive
When bae is a Big Mac   #relationshipgoals,Negative, LAST DAY  to get 50% off menu-priced pizzas when you order online. Don't miss out!,Positive
The  to happiness? Thinking positive and enjoying your  #boxhalffull,Positive,"Someone said the new guy on The Bachelor’s ""never had a piece."" Who’s never had a piece of pizza? We can hook that guy up. #TheBachelor ",Positive
Set sail with Chef Dan Coudreaut to learn more about how McDonald’s sources the Alaska Pollock for our Filet-O-Fish! http://McD.to/60128XJJM ,Positive,Game day! Who you got? Comment  or . #NationalChampionship,Negative
"When you’re ready for a big night, there’s a #BigMacForThat! So which do you think is always best dressed? ",Positive,What  said.,Neutral
"""...and if you look out the right side, you can just make out the tops of Sundae Mountains…Mmm…Sundae Mountains"" #nevertoocoldforicecream",Positive,The hardest decision you’ll have to make in 2019 so far. #NationalChampionship #BachelorNation,Positive
Want to get your  on this (ridiculous) revolutionary tech?  Find when/where you might be able to get the STRAW: http://McD.to/findtheSTRAW ,Positive,CHEERS to even fewer beer runs! ,Positive
"So, how’s your  balance? Scan the code or click the link to check out our exclusive lens on Snapchat #BigMacForThat http://McD.to/60188VKKy ",Positive,And the winner is... you. Because you have pizza . Who can make your watch party? #PizzaHutCan #GoldenGlobes,Positive
"First, it was #AllDayBreakfast.  Then, there’s a #BigMacForThat.  Now, it’s #ShamrockSeason combining  and  flavor and… the STRAW! ",Positive,What’s your wildest gameday superstition? #PizzaHutHut,Neutral
"We’re LIVE on Facebook! Introducing the new and amazing...actually, just watch.  Here  http://McD.to/live ",Negative,"So, how’s that resolution going? We’ve got 50% off menu-priced pizzas.  #JustSaying",Positive
LIVE on Facebook today @ 2pm CT! Watch as we unveil a cool-slash-ridiculous thing!  Watch here: http://McD.to/live ,Negative,Our bird box challenge: just eat all the wings. #BirdBox,Neutral
When you’re made for each other!  #Valentines,Positive,Congrats to all the new congresspersons starting this week. Who can feed a whole bunch of hungry freshmen? #PizzaHutCan,Positive
"YOU GUYS KEEPING SECRETS IS SO HARD.  Ugh. Can’t wait until Wed, 2pm CT for the reveal on Facebook LIVE! RSVP  http://McD.to/live ",Negative,Choose your bandersnacks wisely. #Bandersnatch,Neutral
This Wed. Big...ish news!  Facebook LIVE announcement w/ @austinnotduncan. Click here to get a reminder to watch: http://bit.ly/2lznDCH ,Positive,Katrina yogas hard so she can pizza harder. Tag your Katrina. Who can give your workouts purpose?  #PizzaHutCan   by @katrinamalaiba,Negative
Nothing could hold Misty from a dream. With McDonald’s Career Online High School she earned it this year! See more: http://McDonalds.com/Careers ,Positive,Smile . You’re getting 50% OFF menu-priced pizzas through 1/8.  Online only.,Positive
Honored to have TQ as a member of the McDonald’s family. ,Positive,BOWL GAME SZN.,Neutral
#NationalPizzaDay? There's a #BigMacForThat! This calls for a party x3 ,Positive,Last call for a chance to win tickets to Super Bowl LIII! Hit up http://pizzahut.com/  pepsisweeps for more info. NO PURCH NCSRY. Void Where Prohibited. Ends 12/31/2018. Rules: http://pl.fyi/PPSR ,Positive
More game? More #BigMacForThat. #SB51,Positive,Football. Pizza. Fam. Saturday.,Neutral
Can u guess the delicious new Shamrock Shake flavor? Here’s a hint -,Positive, Looks like @TeamJuJu and @AB84 have some competition!,Neutral
Why choose one when you can have them all? @MarkIngram22 knows what's up! #BigMacForThat #MaddenBowl,Positive,Seasons Eatings from your Pizza Hut fam.,Neutral
Celebrating new sizes of #BigMac & Madden! Tune into our Snapchat for behind the scenes at #MaddenBowl & watch: http://twitch.tv/EAMaddenNFL ,Positive,"Happy Holidays, from our door to yours. ",Positive
Shh. New Shamrock Shake flavors r coming & they’re gonna rock ur world. Stay tuned for more. It's almost #ShamrockSeason!,Positive,Ugly holiday sweaters FTW. Show us your tackiest sweater in the comments below using #sweepstakes and we may treat you to some autographed @Seahawks gear.  #PizzaHutHut. No purch ncsry. Ends 12/25 @ 11:59pm CT. Rules: https://bit.ly/2CjTT3U .,Positive
"If curling up with a warm breakfast sandwich is wrong, I don’t want to be right.",Positive,Gift so hard.,Negative
Six more weeks of winter? At least you won’t have to take it on alone. #McCafe #coffeecompanion #GroundhogDay,Positive,"If today's the shortest day of the year, is it also the longest pizza night?  #WinterSolstice",Positive
Xochitl built her career with the help of McDonald’s English language courses. Check out the opportunities: http://McDonalds.com/Careers ,Positive,The new delivery guy really knows how to wrap a gift. ,Positive
"Let’s celebrate #NationalHotChocolateDay right. A small, hand-crafted Hot Chocolate is only $2! #McCafé #WinTheDay",Positive,BEST. SCHOOL DAY. EVER! ,Negative
Pop the confetti canyon bc the biggest  has just arrived! Join us on Snapchat @McDonalds for our #BigMacForThat event in Hollywood!,Positive,Time’s running out for your chance to win Super Bowl LIII tickets. Head to http://pizzahut.com/pepsisweeps  for more info. NO PURCH NCSRY. Void Where Prohibited. Ends 12/31/2018. Rules: http://pl.fyi/PPSR ,Positive
It’s a chocolatey celebration! Grab a $2 SM Hot Chocolate for National Hot Chocolate Day.,Positive,The Combination Pizza Hut-Taco Bell Breadsticks and Mexican Pizza Bowl™*,Neutral
Lessons from 2016: Don’t skip breakfast.,Neutral,"Who hit it better though? 

RT for @TeamJuJu 
Like for @AB84  https://twitter.com/JujusBike/status/1075109081906667520 …",Positive
"WE’RE GIVING AWAY 10,000 BOTTLES TODAY
Our 1pm CT livestream —OR—  Participating McD's http://McD.to/locations  http://McD.to/giveaway ",Positive,RT if you still find yourself wanting pizza when you finish a book. ,Positive
Want sauce? ways! iMessage app (http://McD.to/giveaway )+in-restaurant phrase OR our livestream on 1/26 @ 1pm CT! http://McD.to/SauceLocations ,Positive,A little extra motivation to get your wrapping done. ,Negative
Morning cheat sheet: Ice cracking = bad  Eggs cracking = good ,Positive,That’s commitment right there. #PizzaHutHut,Neutral
Just $1 for any size freshly brewed coffee today & every day. #McCafé #WinTheDay,Positive,"Home is where the slice is .

#holidaydecor #pizzawreath #wreathideas #happyholidays #FridayFeeling #designinspo #holidayinspo #pizza #holidaydesign #welcome #homefortheholidays",Positive
Breanna only expected a summer job when she joined McDonald's. Today she's earning a college degree. Get started at http://McDonalds.com/Careers ,Positive,Gift game strong. ,Neutral
"Great coffee now at an even better price. Pay just $1 for any sized, freshly brewed coffee. #McCafé #WinTheDay ",Positive,TFW you get two medium pizzas for 5 bucks each.,Negative
"From way up here, those numbers kinda look like… an awesome surprise that’ll be unveiled soon.  Who’s got a guess? ",Negative,No One OutPizzas the Hut #2018In5Words,Neutral
Success! Audra earned her high school diploma online with McDonalds’s - now she’s on to college. Get Started: http://McDonalds.com/Careers .,Positive,"Squad up! 

@AB84
@TeamJuJu
@JaredGoff16
@TG3II
@TDLockett12
#ProBowlVote",Neutral
"Look the part with more #AllDayBreakfast choices.

McDonald’s All Day Breakfast Menu varies by location.",Positive,The scent of the season (or every season...) .,Neutral
"No two are the same; pick from endless choices on the #AllDayBreakfast menu.

McDonald’s All Day Breakfast Menu varies by location.",Positive,".@NFL IG takeover is the best way to spend #MNF when you're not playing, right? ",Positive
Quality coffee comes at a price…it’s $1. Grab a delicious $1 any sized coffee today! #McCafé #WinTheDay,Positive,We know a pizza stan when we see one.,Positive
Cheers to a new year!   ,Positive,Pro Tip: Be kind to the casual fan. #PizzaHutHut,Neutral
Tag that friend who would literally marry a Big Mac.    #speciallove #specialsauce,Negative,Real question: Does celebrating #NationalBrownieDay land you on the naughty list or the nice list? Vote below!,Positive
"Top 2016 moment? More #AllDayBreakfast menu options, obviously.

All Day Breakfast menu varies by location.",Positive,Fa-la-la-la-la-la-la-la-LIT,Neutral
Looks like Peppermint got Mocha in the gift exchange again this year. ,Positive,Sweater goals .,Neutral
  will thank you for mixing it up this year.,Positive,PERIOD.,Neutral
Last minute gift idea for your tastebuds.  #Tasteful #NiceList,Positive,Proud to partner with players who share our passions! ,Positive
"Apple Pie is way better than Holiday Fruitcake...like, waaaaaaayyyyyyyyyyyyyyy better.",Positive,"Is it just us, or is it fitting that #NationalCookieDay is in December?  If you agree  ",Positive
You don’t choose the #McNuggets Life...the #McNuggets life chooses you.,Negative,"What kind of pizza does @RamsNFL QB @JaredGoff16 like? Head to @Fanatics to submit your guess for a chance to win free, signed swag and !",Positive
True friends get their own fries. Get $1 Off Large Fries when you purchase thru the McDonald’s app! http://McD.to/fries ,Positive,.@Cinnabon Mini Rolls are at the top of our list! ,Positive
"That warm, fuzzy feeling you get with the expanded #AllDayBreakfast menu. #lazysaturday #McGriddles",Positive,The Ultimate Holiday Starter Kit. Tag the friends you’d want to share a Big Dinner Box with. ,Neutral
"Breakfast's Little Helper has the deets on more #AllDayBreakfast faves.

All Day Breakfast menu varies by location.",Positive,"Watch me, watch me... ",Neutral
"A gift just for you: Buy any 5 McCafé beverages, get 1 FREE with the App! ",Positive,Getting charged up for tonight! @Chargers #PizzaHutHut #NFLSunday,Negative
"Snow is falling & steam is rising.  Buy any 5 McCafé beverages, get 1 FREE with the App!",Positive,It’s not Halftime without a sweet recorder solo. #PizzaHutHut,Neutral
Why is there no McNuggets emoji?  #JustSaying,Negative, Checkin' her list and havin' a slice. ,Neutral
Some wishes do come true. All Day Breakfast with SO MANY CHOICES!,Positive,. @MariaTaylor has mastered the art of the homegate. Take notes #PizzaHutHut,Neutral
When breakfast lasts all day and the squad shows up. #McGriddles #McMuffin #SausageBiscuit,Neutral,Glad to partner with @TDLockett12 giving back to the Seattle community with the @bookitprogram! ,Neutral
Every 7 minutes a batch of fries are born. Get $1 Off Large Fries when you purchase thru the McDonald’s app. http://McD.to/fries ,Positive,Tag someone who’s got your back like @TG3II has @JaredGoff16's. #PizzaHutHut,Negative
"Looking for 2016’s hottest gift list? Look no further. 

#AllDayBreakfast menu varies by location.",Positive,An #NFLSunday well spent with @MartysaurusRex and @HeartofLA!,Positive
Quarter Pounder + Cheese + Your Lunch Hour = Happiness,Positive,Festive level .,Neutral
Last one in the sauce is a delicious Chicken McNugget! #squadgoals #saucegoals,Positive,New bio..,Positive
The dinner table just became the winner table.,Neutral,.@TG3II wants to deliver you to Super Bowl LIII! Visit http://pizzahut.com/PepsiSweeps  for more info. NO PURCH NCSRY. Void where prohibited. Ends 12/31/2018. Rules: http://pl.fyi/PPSR .,Positive
"Look, let’s be real...you don’t HAVE to share #sorrynotsorry",Neutral,Let’s get digital.  Score 50% off menu-priced pizzas for Cyber Monday. Use code 50OFFNOV2018 at checkout! Participating locations only.,Negative
Big Mac be #Slayin ,Negative,Skip the leftovers. It’s gameday and we’ve got 50% off menu-priced pizzas for #NFLSunday! Use code 50OFFNOV2018 at checkout. Online only.,Positive
" +  = one perfect McCafé moment. Buy any 5 McCafé beverages, get 1 FREE with the App!",Positive,Pro Tip: Keep your eye on the game. #PizzaHutHut,Neutral
"Today, we celebrate the 98 inspirational years of Big Mac inventor, Michael ""Jim"" Delligatti. Jim, we thank and will forever remember you.",Positive, Zoom to reveal our Black Friday gift to you.  Use code 50OFFNOV2018 at checkout.,Negative
"At McDonald’s, we’re proud to offer tuition assistance to help make your goals a reality. Learn more at http://McDonalds.com/Careers .",Positive,Gather ‘round and give thanks. ,Neutral
#CyberMonday isn’t going to slay itself. #getit ,Neutral,What he said. ,Neutral
We gave out joy on Black Friday w/ McCafé Peppermint Mochas and something extra that gave us all the feels. ,Positive,Show of hands. Who loves our $5 Lineup? ,Neutral
Probably the shortest line you’ll be in all day. #BlackFriday,Neutral,Happy to join the @dallasmavs and @jalenbrunson1 for the #SeasonOfGiving delivering pizzas to the @DallasLIFE shelter .,Negative
Caytee’s first job at McDonald’s continues to provide her the opportunity to shine and pave her way to future success.,Positive,"When it comes to dinner, size matters.",Neutral
Desserts be like  #squadgoals,Neutral,Want to go to Super Bowl LIII? We can help. Take your party from the couch to field and share a pic of your homegate using #HutxPepsiSweepstakes for a chance to win!  NO PURCH NCSRY. Void Where Prohibited. Ends 12/31/2018. Rules: http://pl.fyi/PPSR ,Positive
"For Breeana, the best part about working @ McDonald's is the flexible schedule. Learn more: https://www.mcdonalds.com/careers ",Positive,This is it chief. ,Neutral
#Crispy Get a FREE small fries or hash browns with any All Day Breakfast purchase thru the McDonald’s app. http://McD.to/FreeSides ,Positive,We've teamed up with @Saints' @A_kamara6 to deliver something pretty special to a local youth football camp.  See full video here: https://bit.ly/2zcOsCa ,Positive
A Big Mac tastes just as delicious with a beard. #NoShaveNovember,Negative,You lose 100% of the sweeps you don’t enter. Sign up for Game Plan today for a chance to win tickets to Super Bowl LIII. #PizzaHutHut,Positive
Sauce game on point. ,Neutral,Tag the friends you call family and get inspired by this pizza-chic #Friendsgiving spread: https://bit.ly/2yZKUTC ,Positive
"You’re not dreaming, there are more #AllDayBreakfast Sandwiches now!

All Day Breakfast menu varies by location.",Positive,"Turkey’s great and all, but...#Pizza #Friendsgiving",Positive
"Want a first look at our future? Watch this 360° video and see how we’re building better restaurants, just for you: http://McD.to/60128HuKI ",Positive,"5,000 RTs and we'll send you some swag? ",Neutral
Thanks for giving to @RMHC to help sisters stay & play together. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,.@TG3II vs. @JaredGoff16. Who's got the W? #PizzaHutHut,Negative
Tease your tastebuds. Get a FREE small fries or hash browns w/ any All Day Breakfast purchase thru our app! http://McD.to/FreeSides ,Positive,Relatable.,Neutral
Behind the scenes at Monday’s @latelateshow taping with our @cocacola #SipShareWin winners!,Neutral,#TeamPizza UNITE! Who's with us?! ,Positive
How do you #AllDayBreakfast?,Positive,We've got our own slice of honky tonk here in Nashville for the #CMAawards! Are you watching tomorrow night on ABC?,Negative
"Crisp, golden brown, and light & fluffy. Nothing better. See the story behind our World Famous fries. http://McD.to/60128GU82 ",Positive,"*Time to order a pizza*

Our brain:

Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it
Don't say it

Us: Pineapple goes on pizza. ",Positive
Thanks for supporting @RMHC in helping families stay together. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,"The vows are done, now let's have some fun. Comment with a  and we might just help fuel some post-wedding munchies for you and your guests. ",Positive
A little help goes a long way. Lend a hand & support @RMHC. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,"RIP, Stan Lee ",Neutral
Keep it golden. Get a FREE small fries or hash browns with any All Day Breakfast purchase thru the McDonald’s app. http://McD.to/FreeSides ,Positive,Excelsior! RIP Stan Lee. ,Neutral
Craving a McRib? Find one (while supplies last) & join a friend using our new McRib Finder app for iMessage!  http://McD.to/60168GJv4 ,Positive,You can’t lose if you root for both teams.  Who’s the bandwagon fan in your crew? #PizzaHutHut,Negative
Giving to @RMHC makes hugs between sisters possible. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,Okay crisis averted we're still employed,Positive
Big Mac & Fries #DelectableElectable,Positive,Twitter still works right?,Positive
#AllDayBreakfast Bonus: Get a FREE small fries or hash browns w/ any All Day Breakfast purchase thru our app! http://McD.to/FreeSides ,Positive,Stack ’em up for today's NFC West matchup! Get 2 or more medium 1-tops for $5 each off the $5 lineup. http://www.PizzaHut.com ,Positive
Your donations to @RMHC help families stay & laugh together. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,Death stare is no match for pizza. ,Neutral
"Q: What has no artificial flavors or preservatives? 
A: The juicy pork sausage patty & omelet style egg served on the McGriddles! #Thatswhat",Positive,Pro Tip: Don’t be afraid to go for two. Get 2 medium 1-topping pizzas for $5 each with our new $5 Lineup. #PizzaHutHut,Positive
"Big things are headed your way, America:",Negative,Give thanks. Have dranks. Tag your #Friendsgiving squad below. ,Neutral
"This just made our day! So happy you enjoyed, and love the compli-'mint'! ",Positive,"The Delivery Hustle, huh? We see you, @MariaTaylor7. #PizzaHutHut",Positive
"Not all sandwiches are Heroes, some are just made that way. #BigMac #SandwichDay",Positive,"YES, we're still watching...#PizzaAndChill. Tag a friend who you want to stay in with tonight. ",Positive
"You’re not dreaming, there are more #AllDayBreakfast Sandwiches now!

All Day Breakfast menu varies by location.",Positive,"If you're reading this, Go Vote!",Neutral
You’ve got this. #BigMac #MotivationalMonday,Negative,Never take your eyes off the pies. @AB84 knows.  #PizzaHutHut,Positive
Happy #NationalBrOatmealDay!,Positive,The House of Pi has arrived in Baton Rouge with @MariaTaylor for today’s epic @CollegeGameDay showdown. Who are you pulling for? #PizzaHutHut #CollegeGameDay ,Positive
Po-ta-to. Po-tot-o. Get a FREE small fries or hash browns w/ any #AllDayBreakfast purchase thru the McDonald’s app! http://McD.to/FreeSides ,Positive,SAY IT LOUDER FOR THE PEOPLE IN THE BACK!,Positive
Your donations to @RMHC aid in #KeepingFamiliesClose when they need it most. Donate: http://rmhc.org/donate ,Positive,Need a boo for #CuffingSeason? We do too. Reply why it should be you and we may treat you. ,Neutral
If you wanna be my latte #PumpkinSpice #tbt,Positive,"When you’re hungry, everything looks like pizza. Just ask @TG3II. #PizzaHutHut",Positive
"Ghouls and goblins, treats of Happy Meals past. Our vintage pails make for memories that last! #tbt  ",Positive,"Fantasy lineup? 

$5 Lineup? Drop your picks below and we may make it happen. You can’t lose with pizza, breadsticks, desserts, garlic knots and more: http://www.PizzaHut.com ",Positive
Giving to @RMHC helps families like Lydia’s stay together. Donate: http://rmhc.org/donate  #KeepingFamiliesClose,Positive,When the WHOLE squad's costume is on point. ,Neutral
Droppin’ that #AllDayBreakfast #Dablife,Positive,"Eat up, witches! Get the $5 Lineup when you buy 2 or more. http://www.pizzahut.com .",Positive
Do it for the ‘Gram #PumpkinSpiceLatte #gramit,Positive,RT if this is who you really want to see when the doorbell rings. #Halloween #TrickOrTreat #SorryKids,Positive
"We want to film a Lunch Break, feat YOU! Got to try @McDonalds All Day Breakfast & wanna give you a choice! Vote where we should go! #ad",Positive,Pro Tip: Don’t let a rivalry ruin Halloween.  #PizzaHutHut,Neutral
Stay up latté ,Positive,Extra cup holders are cool. But can your truck make pizza? Introducing the @Toyota Tundra PIE Pro: http://bit.ly/2Q4GWPW  #SEMA2018,Positive
My secret to Broadway stardom - practice in front of my pups + enjoy more #AllDayBreakfast from @McDonalds #ad http://bit.ly/TW-DW01 ,Positive,Dinner plans? We won’t ghost you. ,Negative
Romaine. Spinach. Kale. Red leaf lettuce. Our premium salad blend has it all! Learn more at: http://McD.to/601988JIc ,Positive,The manager. The myth. The legend.  Think you’ve got a better fantasy team name than Steve? Prove it in the comments  #PizzaHutHut,Positive
